label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
herramientas,174,66,424,406,157679_1.jpg,750,555
herramientas,70,34,167,227,168672-300-300.jpg,300,300
herramientas,2,44,295,212,180229-300-300.jpg,300,300
herramientas,4,57,295,193,180233-300-300.jpg,300,300
herramientas,2,68,298,158,180279-300-300.jpg,300,300
herramientas,1,81,299,140,180295-300-300.jpg,300,300
herramientas,13,4,264,289,180337-300-300.jpg,300,300
herramientas,2,13,297,264,180421-300-300.jpg,300,300
herramientas,1,76,299,155,180430-300-300.jpg,300,300
herramientas,27,1,263,296,184193-300-300.jpg,300,300
herramientas,0,44,298,215,188544-300-300.jpg,300,300
herramientas,0,42,300,247,188547-300-300.jpg,300,300
herramientas,2,49,298,204,188549-300-300.jpg,300,300
herramientas,0,32,300,233,188555-300-300.jpg,300,300
herramientas,0,34,300,227,188557-300-300.jpg,300,300
herramientas,0,47,300,217,188567-300-300.jpg,300,300
herramientas,2,8,298,272,188604-300-300.jpg,300,300
herramientas,0,4,300,290,188607-300-300.jpg,300,300
herramientas,27,72,240,167,189907-300-300.jpg,300,300
herramientas,89,6,122,287,190140-300-300.jpg,300,300
herramientas,105,6,71,278,190161-300-300.jpg,300,300
herramientas,0,23,295,241,190190-300-300.jpg,300,300
herramientas,6,10,290,269,190240-300-300.jpg,300,300
herramientas,92,15,111,259,190251-300-300.jpg,300,300
herramientas,106,7,73,279,190274-300-300.jpg,300,300
herramientas,117,1,65,295,190427-300-300.jpg,300,300
herramientas,110,1,68,299,190463-300-300.jpg,300,300
herramientas,0,76,297,123,190466-300-300.jpg,300,300
herramientas,107,0,85,295,190472-300-300.jpg,300,300
herramientas,99,3,96,285,190478-300-300.jpg,300,300
herramientas,102,8,85,277,190496-300-300.jpg,300,300
herramientas,115,1,60,299,190514-300-300.jpg,300,300
herramientas,1,97,299,87,190517-300-300.jpg,300,300
herramientas,115,3,65,292,190520-300-300.jpg,300,300
herramientas,104,12,98,268,190529-300-300.jpg,300,300
herramientas,6,97,281,115,190535-300-300.jpg,300,300
herramientas,405,8,1194,1431,193739_1.jpg,2000,1480
herramientas,561,23,1013,1457,193754_1.jpg,2000,1480
herramientas,315,6,1403,1463,193772_1.jpg,2000,1480
herramientas,597,6,753,1474,193921_1.jpg,2000,1480
herramientas,373,0,1239,1433,193922_1.jpg,2000,1480
herramientas,296,13,1301,1382,193923_1.jpg,2000,1480
herramientas,13,23,273,221,195140-300-300.jpg,300,300
herramientas,92,0,126,300,195182-300-300.jpg,300,300
herramientas,21,31,248,235,195200-300-300.jpg,300,300
herramientas,71,13,167,287,195215-300-300.jpg,300,300
herramientas,114,0,83,284,195221-300-300.jpg,300,300
herramientas,82,1,109,290,195233-300-300.jpg,300,300
herramientas,42,24,211,244,195236-300-300.jpg,300,300
herramientas,30,40,260,211,199259-300-300.jpg,300,300
herramientas,14,89,268,160,206121-300-300.jpg,300,300
herramientas,8,45,282,217,206126-300-300.jpg,300,300
herramientas,24,26,264,265,206127-300-300.jpg,300,300
herramientas,5,4,291,291,206184-300-300.jpg,300,300
herramientas,50,50,195,192,206756-300-300.jpg,300,300
herramientas,6,53,261,184,211524-300-300.jpg,300,300
herramientas,40,52,257,209,211645-300-300.jpg,300,300
herramientas,29,50,244,201,212151-300-300.jpg,300,300
herramientas,14,23,232,259,214087-300-300.jpg,300,300
herramientas,15,13,271,275,215159-300-300.jpg,300,300
herramientas,0,44,299,221,216533-300-300.jpg,300,300
herramientas,27,64,264,200,217489-300-300.jpg,300,300
herramientas,41,19,231,244,168689-300-300.jpg,300,300
herramientas,8,44,284,210,168732-300-300.jpg,300,300
herramientas,105,24,112,271,176218-300-300.jpg,300,300
herramientas,2,24,298,258,180347-300-300.jpg,300,300
herramientas,7,46,293,246,180387-300-300.jpg,300,300
herramientas,35,61,242,205,187259-300-300.jpg,300,300
herramientas,63,0,163,297,187557-300-300.jpg,300,300
herramientas,0,82,300,127,190460-300-300.jpg,300,300
herramientas,3,46,288,218,190469-300-300.jpg,300,300
